#{"t_start": 1588858822.4834797, "env_id": null}
r,l,t 
-3.972222,1,189.204932
-3.972222,1,189.206954
-3.972222,1,189.208921
-3.972222,1,189.209946
-4.027778,1,189.215904
-3.972222,1,189.217898
-3.972222,1,189.218906
-3.972222,1,189.220889
-4.027778,1,189.221915
-3.972222,1,189.227872
-3.972222,1,189.228868
-3.972222,1,189.230876
-3.972222,1,189.232858
-3.972222,1,189.233866
-4.027778,1,189.238841
-3.972222,1,189.24084
-4.027778,1,189.242831
-4.027778,1,189.243828
-4.027778,1,189.245822
-4.027778,1,189.250809
-4.027778,1,189.251808
-3.972222,1,189.253801
-3.972222,1,189.255796
-3.972222,1,189.256794
-3.972222,1,189.262777
-3.972222,1,189.263775
-3.972222,1,189.265783
-3.972222,1,189.267764
-3.972222,1,189.268778
-4.027778,1,189.274746
-4.027778,1,189.275742
-4.027778,1,189.277737
-3.972222,1,189.278745
-4.027778,1,189.28073
-3.972222,1,189.286714
-4.027778,1,189.287712
-3.972222,1,189.289714
-3.972222,1,189.290704
-3.972222,1,189.292699
-3.972222,1,189.297684
-4.027778,1,189.29968
-4.027778,1,189.300692
-3.972222,1,189.302671
-4.027778,1,189.304665
-3.972222,1,189.31065
-3.972222,1,189.311646
-3.972222,1,189.313642
-3.972222,1,189.314638
-3.972222,1,189.316634
-3.972222,1,189.322623
-3.972222,1,189.323616
-4.027778,1,189.325609
-4.027778,1,189.326606
-4.027778,1,189.328601
-4.027778,1,189.333588
-3.972222,1,189.335583
-4.027778,1,189.336582
-3.972222,1,189.338576
-3.972222,1,189.339579
-4.027778,1,189.345556
-4.027778,1,189.346553
-3.972222,1,189.348548
-3.972222,1,189.349547
-3.972222,1,189.35154
-3.972222,1,189.356539
-3.972222,1,189.357536
-3.972222,1,189.35953
-4.027778,1,189.361514
-4.027778,1,189.362511
-3.972222,1,189.368503
-4.027778,1,189.370489
-4.027778,1,189.371487
-3.972222,1,189.373482
-3.972222,1,189.375476
-4.027778,1,189.380467
-4.027778,1,189.381484
-3.972222,1,189.383455
-3.972222,1,189.385458
-4.027778,1,189.386446
-3.972222,1,189.392431
-4.027778,1,189.393439
-4.027778,1,189.395423
-3.972222,1,189.396421
-3.972222,1,189.398429
-4.027778,1,189.403425
-4.027778,1,189.405396
-4.027778,1,189.406393
-3.972222,1,189.408388
-4.027778,1,189.409385
-3.972222,1,189.414372
-3.972222,1,189.416375
-3.972222,1,189.418361
-4.027778,1,189.419359
-4.027778,1,189.421353
-4.027778,1,189.42634
-3.972222,1,189.428335
-3.972222,1,189.43033
-4.027778,1,189.431328
-3.972222,1,189.433321
-3.972222,1,189.438321
-3.972222,1,189.440302
-4.027778,1,189.442298
-3.972222,1,189.443296
-3.972222,1,189.445299
-3.972222,1,189.450276
-4.027778,1,189.452271
-3.972222,1,189.453269
-3.972222,1,189.455263
-4.027778,1,189.456261
-3.972222,1,189.462253
-4.027778,1,189.464238
-4.027778,1,189.465236
-4.027778,1,189.467232
-3.972222,1,189.468275
-3.972222,1,189.474212
-4.027778,1,189.476207
-3.972222,1,189.477205
-3.972222,1,189.479198
-4.027778,1,189.481193
-3.972222,1,189.48618
-4.027778,1,189.488176
-4.027778,1,189.489173
-4.027778,1,189.491167
-4.027778,1,189.493162
-3.972222,1,189.498148
-3.972222,1,189.499145
-3.972222,1,189.50114
-4.027778,1,189.502138
-3.972222,1,189.504134
-3.972222,1,189.509118
-3.972222,1,189.511114
-4.027778,1,189.513109
-4.027778,1,189.514106
-3.972222,1,189.5161
-3.972222,1,189.522085
-3.972222,1,189.523082
-4.027778,1,189.525076
-3.972222,1,189.527071
-4.027778,1,189.528068
-3.972222,1,189.533056
-3.972222,1,189.535064
-3.972222,1,189.537044
-4.027778,1,189.538041
-4.027778,1,189.540037
-3.972222,1,189.545044
-3.972222,1,189.547017
-3.972222,1,189.548014
-3.972222,1,189.550011
-3.972222,1,189.551035
-3.972222,1,189.556991
-3.972222,1,189.558008
-3.972222,1,189.559983
-4.027778,1,189.561977
-3.972222,1,189.562974
-3.972222,1,189.567962
-3.972222,1,189.569961
-3.972222,1,189.571951
-4.027778,1,189.573947
-3.972222,1,189.574943
-4.027778,1,189.579934
-3.972222,1,189.581924
-4.027778,1,189.582922
-3.972222,1,189.584917
-3.972222,1,189.58691
-3.972222,1,189.591897
-3.972222,1,189.592896
-3.972222,1,189.594889
-4.027778,1,189.596885
-4.027778,1,189.597882
-4.027778,1,189.602869
-4.027778,1,189.604862
-4.027778,1,189.605887
-4.027778,1,189.607864
-3.972222,1,189.609851
-3.972222,1,189.615834
-3.972222,1,189.616837
-3.972222,1,189.618825
-3.972222,1,189.619823
-4.027778,1,189.621817
-3.972222,1,189.626817
-3.972222,1,189.628799
-4.027778,1,189.630794
-3.972222,1,189.631818
-3.972222,1,189.633786
-3.972222,1,189.638803
-3.972222,1,189.640769
-4.027778,1,189.641765
-3.972222,1,189.643759
-3.972222,1,189.644757
-4.027778,1,189.65074
-4.027778,1,189.651737
-3.972222,1,189.653733
-3.972222,1,189.655736
-4.027778,1,189.65674
-3.972222,1,189.662708
-4.027778,1,189.663707
-4.027778,1,189.665701
-3.972222,1,189.667695
-3.972222,1,189.668693
-3.972222,1,189.674676
-4.027778,1,189.675673
-3.972222,1,189.677668
-4.027778,1,189.678693
-4.027778,1,189.680665
-3.972222,1,189.685647
-4.027778,1,189.687683
-3.972222,1,189.689642
-3.972222,1,189.690634
-3.972222,1,189.692628
-3.972222,1,189.697626
-3.972222,1,189.699609
-4.027778,1,189.701605
-3.972222,1,189.702601
-3.972222,1,189.704597
-3.972222,1,189.709583
-4.027778,1,189.71059
-4.027778,1,189.712575
-4.027778,1,189.71457
-3.972222,1,189.715567
-3.972222,1,189.721551
-3.972222,1,189.722548
-3.972222,1,189.724543
-3.972222,1,189.725568
-3.972222,1,189.727549
-3.972222,1,189.732522
-4.027778,1,189.734516
-3.972222,1,189.736511
-4.027778,1,189.737509
-4.027778,1,189.739504
-3.972222,1,189.74449
-3.972222,1,189.746485
-3.972222,1,189.747482
-3.972222,1,189.749476
-4.027778,1,189.751471
-3.972222,1,189.756466
-3.972222,1,189.757455
-3.972222,1,189.759449
-4.027778,1,189.760449
-3.972222,1,189.762442
-3.972222,1,189.767429
-3.972222,1,189.769424
-3.972222,1,189.771418
-3.972222,1,189.772415
-4.027778,1,189.77441
-4.027778,1,189.780394
-3.972222,1,189.781393
-4.027778,1,189.783387
-4.027778,1,189.785381
-4.027778,1,189.786379
-3.972222,1,189.792363
-4.027778,1,189.793359
-4.027778,1,189.795353
-3.972222,1,189.79735
-3.972222,1,189.798346
-3.972222,1,189.803333
-3.972222,1,189.805327
-4.027778,1,189.806336
-3.972222,1,189.808319
-3.972222,1,189.810314
-3.972222,1,189.815301
-4.027778,1,189.816297
-3.972222,1,189.818293
-4.027778,1,189.81929
-3.972222,1,189.821298
-4.027778,1,189.826271
-4.027778,1,189.828297
-3.972222,1,189.830265
-4.027778,1,189.832256
-3.972222,1,189.833253
-3.972222,1,189.839236
-4.027778,1,189.840235
-3.972222,1,189.842228
-3.972222,1,189.844223
-4.027778,1,189.845252
-3.972222,1,189.850207
-3.972222,1,189.852203
-4.027778,1,189.8532
-4.027778,1,189.855193
-4.027778,1,189.857189
-3.972222,1,189.862175
-3.972222,1,189.863172
-3.972222,1,189.865171
-4.027778,1,189.867162
-3.972222,1,189.868165
-3.972222,1,189.873179
-3.972222,1,189.875156
-3.972222,1,189.877136
-3.972222,1,189.878132
-4.027778,1,189.880127
-3.972222,1,189.885141
-4.027778,1,189.887108
-4.027778,1,189.888105
-4.027778,1,189.8901
-4.027778,1,189.891122
-3.972222,1,189.897082
-3.972222,1,189.898079
-3.972222,1,189.900073
-4.027778,1,189.901083
-3.972222,1,189.903065
-4.027778,1,189.908052
-3.972222,1,189.910047
-3.972222,1,189.911047
-4.027778,1,189.91304
-3.972222,1,189.915036
-3.972222,1,189.920021
-3.972222,1,189.922016
-4.027778,1,189.923012
-3.972222,1,189.924037
-3.972222,1,189.926004
-4.027778,1,189.931989
-4.027778,1,189.932988
-3.972222,1,189.93498
-3.972222,1,189.936976
-4.027778,1,189.937972
-4.027778,1,189.943956
-4.027778,1,189.944954
-4.027778,1,189.946963
-3.972222,1,189.948944
-3.972222,1,189.949949
-3.972222,1,189.955925
-3.972222,1,189.956922
-4.027778,1,189.958916
-3.972222,1,189.959915
-4.027778,1,189.961909
-4.027778,1,189.966905
-4.027778,1,189.968907
-3.972222,1,189.970885
-3.972222,1,189.971883
-3.972222,1,189.973876
-4.027778,1,189.978864
-4.027778,1,189.980858
-3.972222,1,189.981862
-3.972222,1,189.98385
-3.972222,1,189.985844
-3.972222,1,189.990831
-3.972222,1,189.991829
-4.027778,1,189.993827
-4.027778,1,189.995819
-4.027778,1,189.996816
-3.972222,1,190.001818
-4.027778,1,190.003797
-4.027778,1,190.005791
-3.972222,1,190.006789
-4.027778,1,190.008783
-3.972222,1,190.013769
-4.027778,1,190.015765
-4.027778,1,190.016771
-4.027778,1,190.018757
-4.027778,1,190.020752
-3.972222,1,190.025738
-3.972222,1,190.026744
-3.972222,1,190.028731
-3.972222,1,190.030724
-3.972222,1,190.031722
-3.972222,1,190.037707
-4.027778,1,190.038703
-3.972222,1,190.040698
-3.972222,1,190.041696
-3.972222,1,190.043689
-4.027778,1,190.048676
-4.027778,1,190.050671
-3.972222,1,190.051681
-4.027778,1,190.053663
-4.027778,1,190.05466
-3.972222,1,190.060644
-3.972222,1,190.061653
-4.027778,1,190.063636
-4.027778,1,190.064658
-4.027778,1,190.066629
-3.972222,1,190.071615
-3.972222,1,190.07361
-3.972222,1,190.074607
-3.972222,1,190.076603
-4.027778,1,190.078596
-3.972222,1,190.083592
-3.972222,1,190.085577
-3.972222,1,190.086592
-3.972222,1,190.088571
-4.027778,1,190.090565
-4.027778,1,190.095552
-3.972222,1,190.097546
-4.027778,1,190.098544
-4.027778,1,190.100538
-3.972222,1,190.101552
-3.972222,1,190.10752
-3.972222,1,190.109514
-3.972222,1,190.110512
-3.972222,1,190.112505
-3.972222,1,190.113506
-4.027778,1,190.118529
-3.972222,1,190.120485
-3.972222,1,190.122479
-4.027778,1,190.123476
-4.027778,1,190.125471
-3.972222,1,190.130458
-3.972222,1,190.132453
-3.972222,1,190.134453
-4.027778,1,190.135445
-3.972222,1,190.13744
-4.027778,1,190.142426
-3.972222,1,190.14442
-4.027778,1,190.145442
-3.972222,1,190.147436
-4.027778,1,190.149407
-4.027778,1,190.154394
-4.027778,1,190.156389
-3.972222,1,190.157386
-4.027778,1,190.159393
-3.972222,1,190.160379
-4.027778,1,190.166362
-4.027778,1,190.16736
-3.972222,1,190.169354
-3.972222,1,190.170351
-4.027778,1,190.172346
-3.972222,1,190.178342
-4.027778,1,190.179327
-3.972222,1,190.181322
-4.027778,1,190.182347
-3.972222,1,190.184314
-4.027778,1,190.190298
-3.972222,1,190.191304
-4.027778,1,190.19329
-4.027778,1,190.194287
-3.972222,1,190.196282
-4.027778,1,190.201269
-3.972222,1,190.203263
-3.972222,1,190.204293
-4.027778,1,190.206255
-3.972222,1,190.20825
-3.972222,1,190.213236
-4.027778,1,190.215232
-4.027778,1,190.216255
-3.972222,1,190.21826
-3.972222,1,190.220227
-3.972222,1,190.22521
-4.027778,1,190.226202
-3.972222,1,190.228197
-4.027778,1,190.229201
-4.027778,1,190.231188
-4.027778,1,190.236176
-4.027778,1,190.23817
-3.972222,1,190.240169
-4.027778,1,190.241162
-3.972222,1,190.243156
-3.972222,1,190.248162
-3.972222,1,190.250138
-4.027778,1,190.252133
-4.027778,1,190.253131
-4.027778,1,190.255126
-3.972222,1,190.260112
-3.972222,1,190.262106
-4.027778,1,190.263103
-3.972222,1,190.2651
-4.027778,1,190.266108
-3.972222,1,190.27208
-3.972222,1,190.273077
-3.972222,1,190.275072
-4.027778,1,190.277066
-4.027778,1,190.278063
-3.972222,1,190.284048
-4.027778,1,190.285054
-4.027778,1,190.287039
-3.972222,1,190.288037
-4.027778,1,190.290032
-3.972222,1,190.296015
-3.972222,1,190.297013
-3.972222,1,190.299008
-4.027778,1,190.300018
-4.027778,1,190.301999
-3.972222,1,190.307984
-3.972222,1,190.308987
-4.027778,1,190.310981
-3.972222,1,190.311973
-3.972222,1,190.313996
-4.027778,1,190.319951
-3.972222,1,190.32095
-3.972222,1,190.322945
-3.972222,1,190.323942
-3.972222,1,190.325935
-3.972222,1,190.330923
-4.027778,1,190.332916
-4.027778,1,190.334912
-3.972222,1,190.335909
-3.972222,1,190.337904
-3.972222,1,190.34289
-3.972222,1,190.344885
-4.027778,1,190.345907
-3.972222,1,190.347877
-3.972222,1,190.348875
-3.972222,1,190.354858
-3.972222,1,190.355858
-3.972222,1,190.357851
-4.027778,1,190.358848
-4.027778,1,190.360844
-4.027778,1,190.365829
-3.972222,1,190.367825
-3.972222,1,190.369819
-3.972222,1,190.370815
-3.972222,1,190.372816
-4.027778,1,190.377797
-3.972222,1,190.379795
-3.972222,1,190.38079
-3.972222,1,190.382783
-3.972222,1,190.383805
-3.972222,1,190.389766
-4.027778,1,190.39176
-3.972222,1,190.392784
-4.027778,1,190.394752
-3.972222,1,190.39575
-4.027778,1,190.401747
-4.027778,1,190.40273
-4.027778,1,190.404725
-3.972222,1,190.405771
-3.972222,1,190.407717
-4.027778,1,190.412704
-3.972222,1,190.414699
-3.972222,1,190.416694
-3.972222,1,190.41769
-4.027778,1,190.419685
-3.972222,1,190.424671
-3.972222,1,190.426707
-3.972222,1,190.428661
-3.972222,1,190.429658
-3.972222,1,190.431652
-4.027778,1,190.43664
-3.972222,1,190.438635
-3.972222,1,190.439631
-3.972222,1,190.441642
-4.027778,1,190.442624
-4.027778,1,190.448608
-3.972222,1,190.450609
-3.972222,1,190.451607
-3.972222,1,190.453594
-4.027778,1,190.454595
-4.027778,1,190.460576
-3.972222,1,190.461573
-3.972222,1,190.463569
-4.027778,1,190.464565
-3.972222,1,190.466561
-4.027778,1,190.471546
-3.972222,1,190.47354
-4.027778,1,190.474552
-3.972222,1,190.476533
-3.972222,1,190.478536
-4.027778,1,190.483515
-4.027778,1,190.485511
-3.972222,1,190.486507
-3.972222,1,190.488501
-4.027778,1,190.489498
-4.027778,1,190.494486
-4.027778,1,190.496479
-4.027778,1,190.498474
-3.972222,1,190.499471
-4.027778,1,190.501466
-4.027778,1,190.506454
-3.972222,1,190.508448
-3.972222,1,190.509474
-3.972222,1,190.511444
-4.027778,1,190.513435
-4.027778,1,190.518422
-3.972222,1,190.519418
-3.972222,1,190.521415
-4.027778,1,190.522438
-3.972222,1,190.524405
-3.972222,1,190.53039
-3.972222,1,190.53141
-3.972222,1,190.533381
-3.972222,1,190.535376
-4.027778,1,190.536373
-4.027778,1,190.541359
-3.972222,1,190.543382
-3.972222,1,190.545349
-3.972222,1,190.546348
-4.027778,1,190.548344
-3.972222,1,190.553327
-3.972222,1,190.554325
-4.027778,1,190.55632
-4.027778,1,190.558314
-3.972222,1,190.560316
-4.027778,1,190.565309
-3.972222,1,190.566294
-4.027778,1,190.568289
-4.027778,1,190.569296
-3.972222,1,190.57128
-3.972222,1,190.576284
-3.972222,1,190.578261
-4.027778,1,190.580256
-4.027778,1,190.581252
-4.027778,1,190.583248
-3.972222,1,190.588236
-4.027778,1,190.59023
-4.027778,1,190.592224
-3.972222,1,190.593222
-4.027778,1,190.595216
-3.972222,1,190.6012
-3.972222,1,190.602198
-4.027778,1,190.604192
-3.972222,1,190.60519
-3.972222,1,190.607183
-3.972222,1,190.613179
-4.027778,1,190.614165
-3.972222,1,190.616159
-3.972222,1,190.618155
-4.027778,1,190.619152
-4.027778,1,190.625135
-4.027778,1,190.626138
-4.027778,1,190.628128
-3.972222,1,190.630122
-4.027778,1,190.631131
-3.972222,1,190.637104
-3.972222,1,190.638119
-4.027778,1,190.640097
-4.027778,1,190.641093
-3.972222,1,190.643088
-3.972222,1,190.648075
-3.972222,1,190.650072
-4.027778,1,190.651066
-3.972222,1,190.653062
-3.972222,1,190.654095
-3.972222,1,190.660042
-4.027778,1,190.661053
-3.972222,1,190.663039
-4.027778,1,190.66503
-4.027778,1,190.666045
-3.972222,1,190.672012
-3.972222,1,190.674006
-4.027778,1,190.675004
-4.027778,1,190.676996
-3.972222,1,190.677994
-3.972222,1,190.683979
-4.027778,1,190.684975
-4.027778,1,190.686971
-3.972222,1,190.687969
-3.972222,1,190.689963
-3.972222,1,190.69495
-3.972222,1,190.696943
-3.972222,1,190.697941
-4.027778,1,190.699935
-3.972222,1,190.70193
-3.972222,1,190.706917
-3.972222,1,190.708912
-4.027778,1,190.70991
-4.027778,1,190.711914
-3.972222,1,190.712902
-4.027778,1,190.718886
-3.972222,1,190.720881
-4.027778,1,190.721877
-4.027778,1,190.723873
-3.972222,1,190.724869
-3.972222,1,190.730854
-3.972222,1,190.73185
-3.972222,1,190.733859
-3.972222,1,190.73584
-4.027778,1,190.736839
-4.027778,1,190.742823
-3.972222,1,190.743829
-4.027778,1,190.745814
-4.027778,1,190.747808
-4.027778,1,190.748805
-4.027778,1,190.753797
-4.027778,1,190.755788
-3.972222,1,190.757781
-3.972222,1,190.758778
-3.972222,1,190.760774
-4.027778,1,190.76576
-3.972222,1,190.767762
-4.027778,1,190.76975
-3.972222,1,190.770747
-3.972222,1,190.772741
-4.027778,1,190.777728
-4.027778,1,190.779734
-4.027778,1,190.78072
-3.972222,1,190.782714
-3.972222,1,190.783713
-3.972222,1,190.836584
-4.027778,1,190.838565
-3.972222,1,190.839565
-4.027778,1,190.841557
-4.027778,1,190.843553
-3.972222,1,190.848538
-4.027778,1,190.849536
-3.972222,1,190.85153
-3.972222,1,190.852529
-4.027778,1,190.854525
-4.027778,1,190.85951
-3.972222,1,190.860507
-3.972222,1,190.862501
-3.972222,1,190.863505
-3.972222,1,190.865493
-3.972222,1,190.870481
-4.027778,1,190.872475
-4.027778,1,190.873471
-3.972222,1,190.875473
-4.027778,1,190.877462
-3.972222,1,190.882448
-3.972222,1,190.883446
-3.972222,1,190.885441
-3.972222,1,190.886437
-3.972222,1,190.888431
-3.972222,1,190.893418
-3.972222,1,190.895414
-3.972222,1,190.896411
-3.972222,1,190.898405
-3.972222,1,190.899403
-3.972222,1,190.905386
-3.972222,1,190.906408
-3.972222,1,190.908378
-3.972222,1,190.909401
-3.972222,1,190.911381
-4.027778,1,190.916358
-4.027778,1,190.918353
-4.027778,1,190.920347
-4.027778,1,190.921345
-3.972222,1,190.923351
-3.972222,1,190.928326
-4.027778,1,190.929322
-3.972222,1,190.931317
-4.027778,1,190.933321
-4.027778,1,190.93431
-3.972222,1,190.940301
-3.972222,1,190.941291
-3.972222,1,190.943286
-4.027778,1,190.944283
-3.972222,1,190.946277
-4.027778,1,190.951297
-4.027778,1,190.953259
-4.027778,1,190.955258
-3.972222,1,190.95625
-4.027778,1,190.958246
-3.972222,1,190.963232
-3.972222,1,190.965229
-3.972222,1,190.966225
-3.972222,1,190.968219
-3.972222,1,190.969251
-3.972222,1,190.974202
-4.027778,1,190.976198
-4.027778,1,190.977195
-3.972222,1,190.979189
-3.972222,1,190.981184
-3.972222,1,190.986171
-4.027778,1,190.988166
-4.027778,1,190.989163
-4.027778,1,190.991158
-3.972222,1,190.993153
-4.027778,1,190.998148
-3.972222,1,191.000134
-3.972222,1,191.001131
-4.027778,1,191.003125
-4.027778,1,191.005121
-3.972222,1,191.010108
-3.972222,1,191.012102
-3.972222,1,191.014096
-3.972222,1,191.015093
-4.027778,1,191.017087
-4.027778,1,191.022076
-4.027778,1,191.02407
-4.027778,1,191.025067
-4.027778,1,191.027061
-4.027778,1,191.028063
-3.972222,1,191.033072
-3.972222,1,191.035041
-4.027778,1,191.037034
-3.972222,1,191.03805
-3.972222,1,191.040027
-3.972222,1,191.046015
-3.972222,1,191.048006
-4.027778,1,191.049002
-4.027778,1,191.050997
-3.972222,1,191.051995
-3.972222,1,191.057978
-4.027778,1,191.058977
-3.972222,1,191.060998
-4.027778,1,191.062967
-3.972222,1,191.064962
-3.972222,1,191.069947
-4.027778,1,191.071943
-4.027778,1,191.072968
-3.972222,1,191.074934
-4.027778,1,191.075961
-3.972222,1,191.080917
-3.972222,1,191.082913
-3.972222,1,191.084908
-3.972222,1,191.085904
-3.972222,1,191.087898
-4.027778,1,191.092885
-3.972222,1,191.09488
-4.027778,1,191.096875
-3.972222,1,191.0979
-3.972222,1,191.099868
-3.972222,1,191.104854
-3.972222,1,191.106848
-4.027778,1,191.107847
-4.027778,1,191.10984
-4.027778,1,191.111837
-3.972222,1,191.116821
-3.972222,1,191.118821
-3.972222,1,191.120811
-4.027778,1,191.121809
-3.972222,1,191.123802
-4.027778,1,191.128792
-3.972222,1,191.130785
-4.027778,1,191.131783
-3.972222,1,191.133776
-4.027778,1,191.134774
-4.027778,1,191.140766
-4.027778,1,191.142752
-3.972222,1,191.143762
-4.027778,1,191.145744
-4.027778,1,191.147742
-3.972222,1,191.152727
-4.027778,1,191.154721
-3.972222,1,191.155717
-3.972222,1,191.157714
-3.972222,1,191.158728
-4.027778,1,191.164694
-4.027778,1,191.165717
-3.972222,1,191.167696
-4.027778,1,191.16968
-3.972222,1,191.170677
-4.027778,1,191.176671
-4.027778,1,191.177661
-3.972222,1,191.179653
-3.972222,1,191.181649
-4.027778,1,191.183644
-3.972222,1,191.18863
-3.972222,1,191.189627
-3.972222,1,191.191622
-4.027778,1,191.193617
-3.972222,1,191.194614
-3.972222,1,191.200598
-3.972222,1,191.201598
-3.972222,1,191.203589
-3.972222,1,191.204587
-3.972222,1,191.206583
-3.972222,1,191.212565
-4.027778,1,191.213563
-3.972222,1,191.215559
-3.972222,1,191.216556
-4.027778,1,191.218551
-3.972222,1,191.223541
-3.972222,1,191.225538
-3.972222,1,191.226553
-3.972222,1,191.228529
-3.972222,1,191.230517
-3.972222,1,191.235504
-3.972222,1,191.237499
-3.972222,1,191.238496
-3.972222,1,191.240491
-3.972222,1,191.241488
-3.972222,1,191.247472
-4.027778,1,191.248469
-4.027778,1,191.250465
-3.972222,1,191.251461
-4.027778,1,191.253474
-3.972222,1,191.258442
-4.027778,1,191.260437
-3.972222,1,191.262433
-3.972222,1,191.263431
-3.972222,1,191.265425
-4.027778,1,191.270411
-4.027778,1,191.272406
-3.972222,1,191.273403
-4.027778,1,191.275398
-3.972222,1,191.277393
-3.972222,1,191.282379
-4.027778,1,191.284384
-3.972222,1,191.285376
-4.027778,1,191.287367
-4.027778,1,191.289361
-3.972222,1,191.294347
-3.972222,1,191.295349
-3.972222,1,191.29734
-4.027778,1,191.299334
-3.972222,1,191.300338
-4.027778,1,191.306314
-4.027778,1,191.307313
-4.027778,1,191.309315
-3.972222,1,191.310331
-4.027778,1,191.312308
-4.027778,1,191.318283
-4.027778,1,191.319281
-3.972222,1,191.321281
-4.027778,1,191.323271
-4.027778,1,191.324268
-4.027778,1,191.330252
-3.972222,1,191.331251
-4.027778,1,191.333243
-4.027778,1,191.334241
-3.972222,1,191.336236
-3.972222,1,191.342231
-3.972222,1,191.343225
-3.972222,1,191.345211
-3.972222,1,191.346208
-3.972222,1,191.348215
-3.972222,1,191.35319
-3.972222,1,191.355186
-4.027778,1,191.356182
-3.972222,1,191.358178
-4.027778,1,191.3592
-4.027778,1,191.365159
-3.972222,1,191.366155
-3.972222,1,191.36815
-4.027778,1,191.369146
-3.972222,1,191.371141
-4.027778,1,191.376137
-4.027778,1,191.378124
-4.027778,1,191.379121
-3.972222,1,191.381125
-3.972222,1,191.38311
-3.972222,1,191.387112
-4.027778,1,191.389093
-3.972222,1,191.390109
-3.972222,1,191.392085
-3.972222,1,191.394081
-3.972222,1,191.399067
-3.972222,1,191.401075
-4.027778,1,191.40206
-3.972222,1,191.404054
-3.972222,1,191.405051
-3.972222,1,191.41093
-3.972222,1,191.411936
-4.027778,1,191.413918
-3.972222,1,191.415911
-4.027778,1,191.416909
-4.027778,1,191.422894
-3.972222,1,191.42389
-3.972222,1,191.425894
-3.972222,1,191.42788
-3.972222,1,191.428877
-3.972222,1,191.433865
-4.027778,1,191.435858
-3.972222,1,191.437854
-4.027778,1,191.43885
-3.972222,1,191.440846
-3.972222,1,191.445831
-3.972222,1,191.446829
-4.027778,1,191.448825
-3.972222,1,191.450819
-3.972222,1,191.451821
-3.972222,1,191.456803
-4.027778,1,191.458798
-4.027778,1,191.460791
-4.027778,1,191.462786
-3.972222,1,191.463784
-3.972222,1,191.46877
-3.972222,1,191.470766
-3.972222,1,191.471762
-4.027778,1,191.473758
-3.972222,1,191.475753
-3.972222,1,191.480739
-3.972222,1,191.482734
-3.972222,1,191.48473
-4.027778,1,191.485726
-3.972222,1,191.487721
-4.027778,1,191.492741
-4.027778,1,191.494702
-4.027778,1,191.496697
-4.027778,1,191.497694
-4.027778,1,191.499688
-3.972222,1,191.504675
-4.027778,1,191.506669
-3.972222,1,191.507677
-4.027778,1,191.509671
-3.972222,1,191.511666
-4.027778,1,191.516643
-3.972222,1,191.517639
-4.027778,1,191.519634
-4.027778,1,191.52163
-3.972222,1,191.522626
-4.027778,1,191.528611
-3.972222,1,191.529617
-4.027778,1,191.531602
-3.972222,1,191.533597
-3.972222,1,191.534595
-3.972222,1,191.540578
-3.972222,1,191.541581
-4.027778,1,191.543572
-3.972222,1,191.544595
-3.972222,1,191.54657
-3.972222,1,191.551553
-3.972222,1,191.553545
-3.972222,1,191.554565
-3.972222,1,191.556537
-4.027778,1,191.55853
-4.027778,1,191.563522
-3.972222,1,191.565515
-3.972222,1,191.56651
-3.972222,1,191.568503
-3.972222,1,191.569502
-3.972222,1,191.575488
-4.027778,1,191.57748
-3.972222,1,191.578477
-3.972222,1,191.580471
-3.972222,1,191.581496
-4.027778,1,191.586456
-4.027778,1,191.588452
-4.027778,1,191.590445
-3.972222,1,191.591444
-4.027778,1,191.593437
-3.972222,1,191.598423
-3.972222,1,191.600418
-4.027778,1,191.602427
-3.972222,1,191.60341
-4.027778,1,191.605407
-3.972222,1,191.611398
-3.972222,1,191.612387
-4.027778,1,191.614388
-4.027778,1,191.61539
-4.027778,1,191.617374
-3.972222,1,191.622361
-3.972222,1,191.624355
-4.027778,1,191.626354
-3.972222,1,191.627347
-4.027778,1,191.629341
-4.027778,1,191.635325
-3.972222,1,191.63732
-4.027778,1,191.638318
-4.027778,1,191.640312
-4.027778,1,191.641316
-4.027778,1,191.647293
-4.027778,1,191.648291
-3.972222,1,191.650285
-4.027778,1,191.652281
-3.972222,1,191.653278
-3.972222,1,191.659262
-4.027778,1,191.660258
-4.027778,1,191.662253
-3.972222,1,191.664249
-3.972222,1,191.665246
-3.972222,1,191.671229
-4.027778,1,191.672227
-4.027778,1,191.674222
-4.027778,1,191.675219
-4.027778,1,191.677228
-3.972222,1,191.6822
-3.972222,1,191.684196
-3.972222,1,191.685192
-3.972222,1,191.687187
-3.972222,1,191.689186
-4.027778,1,191.694167
-3.972222,1,191.695165
-4.027778,1,191.697159
-3.972222,1,191.698164
-3.972222,1,191.700158
-4.027778,1,191.70514
-4.027778,1,191.707134
-3.972222,1,191.709129
-3.972222,1,191.710135
-4.027778,1,191.71212
-4.027778,1,191.717107
-4.027778,1,191.719101
-3.972222,1,191.720109
-3.972222,1,191.722093
-3.972222,1,191.724089
-4.027778,1,191.729074
-4.027778,1,191.731068
-3.972222,1,191.732068
-3.972222,1,191.734062
-4.027778,1,191.736057
-4.027778,1,191.741042
-4.027778,1,191.742041
-3.972222,1,191.744036
-3.972222,1,191.74603
-4.027778,1,191.747027
-4.027778,1,191.753012
-3.972222,1,191.754008
-4.027778,1,191.756002
-4.027778,1,191.757998
-3.972222,1,191.758996
-3.972222,1,191.763981
-3.972222,1,191.765985
-3.972222,1,191.767974
-3.972222,1,191.76898
-4.027778,1,191.770964
